date,hour,energy_kWh
2/21/2015,10,1.265
2/21/2015,11,0.75
2/21/2015,12,0.662
2/21/2015,13,0.597
2/21/2015,14,0.748
2/21/2015,15,0.602
2/21/2015,16,0.555
2/21/2015,17,0.629
2/21/2015,18,1.386
2/21/2015,19,2.816
2/21/2015,20,2.286
2/21/2015,21,2.143
2/21/2015,22,1.275
2/21/2015,23,1.126
2/22/2015,0,0.913
2/22/2015,1,0.525
2/22/2015,2,0.498
2/22/2015,3,0.555
2/22/2015,4,0.535
2/22/2015,5,0.506
2/22/2015,6,0.58
2/22/2015,7,0.61
2/22/2015,8,0.61
2/22/2015,9,0.723
2/22/2015,10,2.114
2/22/2015,11,1.363
2/22/2015,12,0.895
2/22/2015,13,1.162
2/22/2015,14,1.738
2/22/2015,15,3.256
2/22/2015,16,1.226
2/22/2015,17,0.861
2/22/2015,18,1.082
2/22/2015,19,1.702
2/22/2015,20,1.87
2/22/2015,21,2.127
2/22/2015,22,1.088
2/22/2015,23,2.49
2/23/2015,0,0.954
2/23/2015,1,0.536
2/23/2015,2,0.531
2/23/2015,3,0.541
2/23/2015,4,0.515
2/23/2015,5,0.634
2/23/2015,6,0.637
2/23/2015,7,1.057
2/23/2015,8,0.961
2/23/2015,9,1.196
2/23/2015,10,2.068
2/23/2015,11,0.804
2/23/2015,12,0.53
2/23/2015,13,0.544
2/23/2015,14,0.538
2/23/2015,15,0.608
2/23/2015,16,0.727
2/23/2015,17,0.909
2/23/2015,18,3.928
2/23/2015,19,2.345
2/23/2015,20,1.356
2/23/2015,21,1.122
2/23/2015,22,0.825
2/23/2015,23,0.977
2/24/2015,0,0.732
2/24/2015,1,0.498
2/24/2015,2,0.911
2/24/2015,3,1.729
2/24/2015,4,0.506
2/24/2015,5,0.651
2/24/2015,6,0.607
2/24/2015,7,1.234
2/24/2015,8,0.956
2/24/2015,9,0.583
2/24/2015,10,0.657
2/24/2015,11,1.9
2/24/2015,12,0.787
2/24/2015,13,0.535
2/24/2015,14,0.572
2/24/2015,15,0.866
2/24/2015,16,1.508
2/24/2015,17,0.802
2/24/2015,18,1.87
2/24/2015,19,2.354
2/24/2015,20,1.583
2/24/2015,21,1.333
2/24/2015,22,1.084
2/24/2015,23,2.12
2/25/2015,0,0.623
2/25/2015,1,0.519
2/25/2015,2,0.516
2/25/2015,3,1.954
2/25/2015,4,0.556
2/25/2015,5,1.693
2/25/2015,6,1.082
2/25/2015,7,2.533
2/25/2015,8,2.667
2/25/2015,9,0.586
2/25/2015,10,2.362
2/25/2015,11,1.113
2/25/2015,12,1.427
2/25/2015,13,1.242
2/25/2015,14,0.549
2/25/2015,15,1.213
2/25/2015,16,0.881
2/25/2015,17,1.386
2/25/2015,18,2.058
2/25/2015,19,1.749
2/25/2015,20,2.499
2/25/2015,21,1.713
2/25/2015,22,1.197
2/25/2015,23,2.133
2/26/2015,0,0.525
2/26/2015,1,0.523
2/26/2015,2,0.517
2/26/2015,3,0.625
2/26/2015,4,1.16
2/26/2015,5,1.158
2/26/2015,6,0.571
2/26/2015,7,2.621
2/26/2015,8,2.816
2/26/2015,9,0.614
2/26/2015,10,1.639
2/26/2015,11,1.236
2/26/2015,12,1.162
2/26/2015,13,0.711
2/26/2015,14,1.093
2/26/2015,15,1.19
2/26/2015,16,0.745
2/26/2015,17,2.902
2/26/2015,18,3.551
2/26/2015,19,1.747
2/26/2015,20,1.481
2/26/2015,21,1.047
2/26/2015,22,1.424
2/26/2015,23,0.906
2/27/2015,0,0.693
2/27/2015,1,0.606
2/27/2015,2,0.511
2/27/2015,3,0.638
2/27/2015,4,1.675
2/27/2015,5,0.61
2/27/2015,6,1.673
2/27/2015,7,1.688
2/27/2015,8,2.86
2/27/2015,9,0.869
2/27/2015,10,1.268
2/27/2015,11,1.287
2/27/2015,12,2.103
2/27/2015,13,0.598
2/27/2015,14,0.999
2/27/2015,15,0.605
2/27/2015,16,0.79
2/27/2015,17,1.73
2/27/2015,18,2.618
2/27/2015,19,1.931
2/27/2015,20,1.341
2/27/2015,21,1.345
2/27/2015,22,1.584
2/27/2015,23,0.725
2/28/2015,0,0.523
2/28/2015,1,0.531
2/28/2015,2,0.897
2/28/2015,3,1.903
2/28/2015,4,0.55
2/28/2015,5,0.631
2/28/2015,6,0.563
2/28/2015,7,0.549
2/28/2015,8,0.566
2/28/2015,9,0.561
2/28/2015,10,0.724
2/28/2015,11,0.638
2/28/2015,12,1.527
2/28/2015,13,1.45
2/28/2015,14,1.082
2/28/2015,15,0.793
2/28/2015,16,0.627
2/28/2015,17,3.212
2/28/2015,18,3.326
2/28/2015,19,3.149
2/28/2015,20,6.371
2/28/2015,21,1.541
2/28/2015,22,1.432
2/28/2015,23,1.066
3/1/2015,0,0.724
3/1/2015,1,0.559
3/1/2015,2,0.55
3/1/2015,3,0.622
3/1/2015,4,0.611
3/1/2015,5,0.53
3/1/2015,6,0.531
3/1/2015,7,0.575
3/1/2015,8,0.572
3/1/2015,9,0.665
3/1/2015,10,1.218
3/1/2015,11,2.299
3/1/2015,12,0.887
3/1/2015,13,1.511
3/1/2015,14,1.045
3/1/2015,15,0.614
3/1/2015,16,3.67
3/1/2015,17,1.342
3/1/2015,18,2.718
3/1/2015,19,4.923
3/1/2015,20,1.829
3/1/2015,21,1.84
3/1/2015,22,1.396
3/1/2015,23,1.053
3/2/2015,0,0.521
3/2/2015,1,0.518
3/2/2015,2,0.616
3/2/2015,3,0.523
3/2/2015,4,0.519
3/2/2015,5,0.546
3/2/2015,6,0.562
3/2/2015,7,1.142
3/2/2015,8,1.171
3/2/2015,9,0.615
3/2/2015,10,1.239
3/2/2015,11,0.586
3/2/2015,12,1.521
3/2/2015,13,0.588
3/2/2015,14,0.571
3/2/2015,15,0.564
3/2/2015,16,0.566
3/2/2015,17,0.816
3/2/2015,18,0.701
3/2/2015,19,1.97
3/2/2015,20,1.71
3/2/2015,21,1.325
3/2/2015,22,1.136
3/2/2015,23,2.081
3/3/2015,0,0.49
3/3/2015,1,0.482
3/3/2015,2,0.634
3/3/2015,3,0.505
3/3/2015,4,0.511
3/3/2015,5,0.525
3/3/2015,6,0.542
3/3/2015,7,1.198
3/3/2015,8,0.787
3/3/2015,9,0.733
3/3/2015,10,0.586
3/3/2015,11,1.261
3/3/2015,12,1.617
3/3/2015,13,0.489
3/3/2015,14,0.515
3/3/2015,15,0.513
3/3/2015,16,0.727
3/3/2015,17,2.009
3/3/2015,18,2.906
3/3/2015,19,1.323
3/3/2015,20,2.508
3/3/2015,21,1.199
3/3/2015,22,1.301
3/3/2015,23,0.731
3/4/2015,0,0.74
3/4/2015,1,0.598
3/4/2015,2,0.502
3/4/2015,3,0.504
3/4/2015,4,0.544
3/4/2015,5,0.493
3/4/2015,6,0.579
3/4/2015,7,1.183
3/4/2015,8,1.262
3/4/2015,9,0.524
3/4/2015,10,0.65
3/4/2015,11,0.893
3/4/2015,12,1.285
3/4/2015,13,0.741
3/4/2015,14,0.913
3/4/2015,15,0.978
3/4/2015,16,0.975
3/4/2015,17,0.927
3/4/2015,18,1.582
3/4/2015,19,2.241
3/4/2015,20,1.177
3/4/2015,21,1.142
3/4/2015,22,1.216
3/4/2015,23,0.768
3/5/2015,0,0.584
3/5/2015,1,0.501
3/5/2015,2,0.509
3/5/2015,3,0.504
3/5/2015,4,0.483
3/5/2015,5,0.527
3/5/2015,6,0.576
3/5/2015,7,1.143
3/5/2015,8,0.925
3/5/2015,9,1.083
3/5/2015,10,2.486
3/5/2015,11,0.718
3/5/2015,12,0.945
3/5/2015,13,1.859
3/5/2015,14,0.51
3/5/2015,15,0.512
3/5/2015,16,0.803
3/5/2015,17,2.096
3/5/2015,18,3.316
3/5/2015,19,1.674
3/5/2015,20,1.027
3/5/2015,21,0.872
3/5/2015,22,0.778
3/5/2015,23,1.467
3/6/2015,0,0.672
3/6/2015,1,0.703
3/6/2015,2,0.45
3/6/2015,3,0.497
3/6/2015,4,1.453
3/6/2015,5,0.604
3/6/2015,6,0.516
3/6/2015,7,0.505
3/6/2015,8,1.741
3/6/2015,9,0.698
3/6/2015,10,1.803
3/6/2015,11,0.708
3/6/2015,12,1.051
3/6/2015,13,0.814
3/6/2015,14,0.694
3/6/2015,15,1.179
3/6/2015,16,0.786
3/6/2015,17,0.779
3/6/2015,18,0.645
3/6/2015,19,2.651
3/6/2015,20,1.753
3/6/2015,21,1.434
3/6/2015,22,1.563
3/6/2015,23,1.164
3/7/2015,0,0.509
3/7/2015,1,0.615
3/7/2015,2,0.525
3/7/2015,3,0.463
3/7/2015,4,1.887
3/7/2015,5,0.474
3/7/2015,6,0.517
3/7/2015,7,0.516
3/7/2015,8,0.844
3/7/2015,9,1.2
3/7/2015,10,1.459
3/7/2015,11,2.76
3/7/2015,12,1.76
3/7/2015,13,0.634
3/7/2015,14,0.865
3/7/2015,15,0.566
3/7/2015,16,0.557
3/7/2015,17,0.734
3/7/2015,18,0.999
3/7/2015,19,2.059
3/7/2015,20,1.678
3/7/2015,21,1.713
3/7/2015,22,1.116
3/7/2015,23,1.473
3/8/2015,0,0.656
3/8/2015,1,0.51
3/8/2015,3,0.473
3/8/2015,4,0.497
3/8/2015,5,0.488
3/8/2015,6,0.476
3/8/2015,7,0.513
3/8/2015,8,0.551
3/8/2015,9,1.082
3/8/2015,10,1.312
3/8/2015,11,2.037
3/8/2015,12,2.025
3/8/2015,13,1.194
3/8/2015,14,0.5
3/8/2015,15,0.482
3/8/2015,16,0.564
3/8/2015,17,0.553
3/8/2015,18,0.526
3/8/2015,19,0.79
3/8/2015,20,1.345
3/8/2015,21,2.233
3/8/2015,22,1.984
3/8/2015,23,1.621
3/9/2015,0,0.796
3/9/2015,1,0.515
3/9/2015,2,0.494
3/9/2015,3,0.472
3/9/2015,4,0.478
3/9/2015,5,0.468
3/9/2015,6,0.498
3/9/2015,7,0.517
3/9/2015,8,1.059
3/9/2015,9,1.674
3/9/2015,10,0.765
3/9/2015,11,1.246
3/9/2015,12,0.96
3/9/2015,13,0.935
3/9/2015,14,0.542
3/9/2015,15,0.594
3/9/2015,16,0.524
3/9/2015,17,0.597
3/9/2015,18,0.668
3/9/2015,19,0.708
3/9/2015,20,1.945
3/9/2015,21,1.864
3/9/2015,22,1.385
3/9/2015,23,1.654
3/10/2015,0,0.775
3/10/2015,1,0.484
3/10/2015,2,0.458
3/10/2015,3,0.506
3/10/2015,4,0.464
3/10/2015,5,0.481
3/10/2015,6,0.583
3/10/2015,7,1.021
3/10/2015,8,0.694
3/10/2015,9,1.089
3/10/2015,10,0.733
3/10/2015,11,0.512
3/10/2015,12,0.486
3/10/2015,13,0.464
3/10/2015,14,0.61
3/10/2015,15,1.33
3/10/2015,16,1.268
3/10/2015,17,0.859
3/10/2015,18,1.303
3/10/2015,19,2.936
3/10/2015,20,1.516
3/10/2015,21,1.966
3/10/2015,22,1.347
3/10/2015,23,1.096
3/11/2015,0,0.548
3/11/2015,1,0.487
3/11/2015,2,0.486
3/11/2015,3,0.489
3/11/2015,4,0.494
3/11/2015,5,0.484
3/11/2015,6,0.557
3/11/2015,7,2.024
3/11/2015,8,2.833
3/11/2015,9,2.117
3/11/2015,10,2.077
3/11/2015,11,0.713
3/11/2015,12,0.733
3/11/2015,13,1.639
3/11/2015,14,0.739
3/11/2015,15,1.385
3/11/2015,16,1.339
3/11/2015,17,1.245
3/11/2015,18,1.503
3/11/2015,19,1.421
3/11/2015,20,1.696
3/11/2015,21,2.842
3/11/2015,22,2.083
3/11/2015,23,1.124
3/12/2015,0,0.683
3/12/2015,1,0.491
3/12/2015,2,0.481
3/12/2015,3,0.507
3/12/2015,4,0.616
3/12/2015,5,0.486
3/12/2015,6,0.572
3/12/2015,7,2.216
3/12/2015,8,2.756
3/12/2015,9,0.907
3/12/2015,10,0.817
3/12/2015,11,0.485
3/12/2015,12,1.481
3/12/2015,13,0.544
3/12/2015,14,0.492
3/12/2015,15,0.551
3/12/2015,16,0.777
3/12/2015,17,2.215
3/12/2015,18,4.369
3/12/2015,19,2.875
3/12/2015,20,2.894
3/12/2015,21,3.396
3/12/2015,22,1.415
3/12/2015,23,1.215
3/13/2015,0,0.806
3/13/2015,1,0.571
3/13/2015,2,0.565
3/13/2015,3,0.517
3/13/2015,4,0.53
3/13/2015,5,0.509
3/13/2015,6,0.6
3/13/2015,7,1.556
3/13/2015,8,2.773
3/13/2015,9,1.356
3/13/2015,10,0.598
3/13/2015,11,0.502
3/13/2015,12,0.479
3/13/2015,13,0.494
3/13/2015,14,0.479
3/13/2015,15,0.63
3/13/2015,16,1.029
3/13/2015,17,2.537
3/13/2015,18,3.094
3/13/2015,19,1.384
3/13/2015,20,1.514
3/13/2015,21,1.652
3/13/2015,22,1.066
3/13/2015,23,0.956
3/14/2015,0,0.677
3/14/2015,1,0.479
3/14/2015,2,0.499
3/14/2015,3,0.49
3/14/2015,4,0.47
3/14/2015,5,0.492
3/14/2015,6,0.482
3/14/2015,7,0.934
3/14/2015,8,2.124
3/14/2015,9,1.603
3/14/2015,10,1.023
3/14/2015,11,1.204
3/14/2015,12,0.988
3/14/2015,13,0.46
3/14/2015,14,1.286
3/14/2015,15,0.547
3/14/2015,16,0.956
3/14/2015,17,0.756
3/14/2015,18,0.998
3/14/2015,19,0.868
3/14/2015,20,1.161
3/14/2015,21,1.992
3/14/2015,22,1.244
3/14/2015,23,1.289
3/15/2015,0,0.638
3/15/2015,1,0.5
3/15/2015,2,0.501
3/15/2015,3,0.447
3/15/2015,4,0.489
3/15/2015,5,0.873
3/15/2015,6,1.127
3/15/2015,7,0.898
3/15/2015,8,2.59
3/15/2015,9,1.988
3/15/2015,10,1.536
3/15/2015,11,0.809
3/15/2015,12,1.908
3/15/2015,13,0.488
3/15/2015,14,1.947
3/15/2015,15,0.469
3/15/2015,16,2.779
3/15/2015,17,1.004
3/15/2015,18,0.537
3/15/2015,19,2.543
3/15/2015,20,2.128
3/15/2015,21,2.348
3/15/2015,22,4.757
3/15/2015,23,1.308
3/16/2015,0,0.502
3/16/2015,1,0.569
3/16/2015,2,0.491
3/16/2015,3,0.492
3/16/2015,4,1.13
3/16/2015,5,1.157
3/16/2015,6,1.433
3/16/2015,7,1.69
3/16/2015,8,0.556
3/16/2015,9,0.516
3/16/2015,10,0.783
3/16/2015,11,0.939
3/16/2015,12,0.87
3/16/2015,13,0.56
3/16/2015,14,0.756
3/16/2015,15,0.556
3/16/2015,16,0.695
3/16/2015,17,1.419
3/16/2015,18,2.665
3/16/2015,19,1.651
3/16/2015,20,1.332
3/16/2015,21,1.497
3/16/2015,22,1.214
3/16/2015,23,0.79
3/17/2015,0,0.632
3/17/2015,1,0.521
3/17/2015,2,0.469
3/17/2015,3,0.488
3/17/2015,4,0.836
3/17/2015,5,1.416
3/17/2015,6,0.67
3/17/2015,7,3.261
3/17/2015,8,1.233
3/17/2015,9,1.638
3/17/2015,10,1.466
3/17/2015,11,0.707
3/17/2015,12,0.476
3/17/2015,13,0.478
3/17/2015,14,0.529
3/17/2015,15,0.524
3/17/2015,16,0.876
3/17/2015,17,0.96
3/17/2015,18,1.139
3/17/2015,19,1.296
3/17/2015,20,2.441
3/17/2015,21,4.929
3/17/2015,22,1.311
3/17/2015,23,1.049
3/18/2015,0,0.609
3/18/2015,1,0.572
3/18/2015,2,0.505
3/18/2015,3,0.471
3/18/2015,4,0.507
3/18/2015,5,0.498
3/18/2015,6,1.45
3/18/2015,7,1.787
3/18/2015,8,2.519
3/18/2015,9,1.095
3/18/2015,10,0.551
3/18/2015,11,1.727
3/18/2015,12,0.591
3/18/2015,13,0.504
3/18/2015,14,0.559
3/18/2015,15,0.67
3/18/2015,16,0.959
3/18/2015,17,1.907
3/18/2015,18,1.527
3/18/2015,19,2.506
3/18/2015,20,1.785
3/18/2015,21,1.2
3/18/2015,22,1.136
3/18/2015,23,0.893
3/19/2015,0,0.518
3/19/2015,1,0.51
3/19/2015,2,0.522
3/19/2015,3,0.474
3/19/2015,4,0.496
3/19/2015,5,0.485
3/19/2015,6,0.466
3/19/2015,7,1.147
3/19/2015,8,2.442
3/19/2015,9,1.858
3/19/2015,10,2.554
3/19/2015,11,0.834
3/19/2015,12,1.746
3/19/2015,13,0.772
3/19/2015,14,1.462
3/19/2015,15,0.694
3/19/2015,16,1.443
3/19/2015,17,1.404
3/19/2015,18,2.53
3/19/2015,19,1.297
3/19/2015,20,1.729
3/19/2015,21,1.33
3/19/2015,22,1.071
3/19/2015,23,0.941
3/20/2015,0,0.542
3/20/2015,1,0.536
3/20/2015,2,0.512
3/20/2015,3,0.533
3/20/2015,4,0.508
3/20/2015,5,0.979
3/20/2015,6,0.981
3/20/2015,7,1.89
3/20/2015,8,2.549
3/20/2015,9,0.647
3/20/2015,10,2.336
3/20/2015,11,0.945
3/20/2015,12,0.886
3/20/2015,13,0.58
3/20/2015,14,1.709
3/20/2015,15,0.606
3/20/2015,16,1.875
3/20/2015,17,2.068
3/20/2015,18,2.308
3/20/2015,19,2.289
3/20/2015,20,1.944
3/20/2015,21,1.163
3/20/2015,22,1.917
3/20/2015,23,0.736
3/21/2015,0,0.555
3/21/2015,1,0.508
3/21/2015,2,0.458
3/21/2015,3,0.52
3/21/2015,4,0.503
3/21/2015,5,1.595
3/21/2015,6,0.495
3/21/2015,7,1.159
3/21/2015,8,2.532
3/21/2015,9,0.572
3/21/2015,10,2.364
3/21/2015,11,1.499
3/21/2015,12,1.13
3/21/2015,13,0.935
3/21/2015,14,1.651
3/21/2015,15,3.032
3/21/2015,16,1.143
3/21/2015,17,1.773
3/21/2015,18,0.756
3/21/2015,19,0.907
3/21/2015,20,1.623
3/21/2015,21,1.792
3/21/2015,22,1.286
3/21/2015,23,1.184
3/22/2015,0,0.493
3/22/2015,1,0.516
3/22/2015,2,0.49
3/22/2015,3,0.487
3/22/2015,4,0.499
3/22/2015,5,1.458
3/22/2015,6,0.931
3/22/2015,7,1.188
3/22/2015,8,2.313
3/22/2015,9,0.986
3/22/2015,10,1.631
3/22/2015,11,1.186
3/22/2015,12,2.582
3/22/2015,13,1.233
3/22/2015,14,4.305
3/22/2015,15,1.27
3/22/2015,16,1.989
3/22/2015,17,1.665
3/22/2015,18,0.925
3/22/2015,19,1.182
3/22/2015,20,1.915
3/22/2015,21,3.128
3/22/2015,22,1.191
3/22/2015,23,0.961
3/23/2015,0,0.603
3/23/2015,1,0.498
3/23/2015,2,0.499
3/23/2015,3,0.502
3/23/2015,4,0.491
3/23/2015,5,2.012
3/23/2015,6,0.599
3/23/2015,7,1.126
3/23/2015,8,2.648
3/23/2015,9,1.324
3/23/2015,10,1.998
3/23/2015,11,1.102
3/23/2015,12,1.732
3/23/2015,13,0.802
3/23/2015,14,0.77
3/23/2015,15,1.074
3/23/2015,16,2.648
3/23/2015,17,3.063
3/23/2015,18,1.372
3/23/2015,19,1.47
3/23/2015,20,1.278
3/23/2015,21,2.324
3/23/2015,22,0.686
3/23/2015,23,0.886
3/24/2015,0,0.543
3/24/2015,1,0.541
3/24/2015,2,1.322
3/24/2015,3,1.306
3/24/2015,4,0.525
3/24/2015,5,2.237
3/24/2015,6,0.604
3/24/2015,7,1.653
3/24/2015,8,2.626
3/24/2015,9,1.151
3/24/2015,10,2.467
3/24/2015,11,0.568
3/24/2015,12,1.012
3/24/2015,13,1.365
3/24/2015,14,0.537
3/24/2015,15,0.499
3/24/2015,16,0.651
3/24/2015,17,0.898
3/24/2015,18,1.476
3/24/2015,19,0.937
3/24/2015,20,1.086
3/24/2015,21,1.461
3/24/2015,22,0.966
3/24/2015,23,1.103
3/25/2015,0,0.481
3/25/2015,1,0.526
3/25/2015,2,0.505
3/25/2015,3,0.474
3/25/2015,4,0.515
3/25/2015,5,1.652
3/25/2015,6,0.577
3/25/2015,7,2.256
3/25/2015,8,2.325
3/25/2015,9,0.82
3/25/2015,10,1.601
3/25/2015,11,1.736
3/25/2015,12,0.705
3/25/2015,13,3.821
3/25/2015,14,1.477
3/25/2015,15,0.99
3/25/2015,16,1.028
3/25/2015,17,1.554
3/25/2015,18,2.728
3/25/2015,19,1.512
3/25/2015,20,3.007
3/25/2015,21,1.703
3/25/2015,22,1.473
3/25/2015,23,1.249
3/26/2015,0,0.54
3/26/2015,1,0.502
3/26/2015,2,0.487
3/26/2015,3,0.511
3/26/2015,4,0.494
3/26/2015,5,0.475
3/26/2015,6,0.602
3/26/2015,7,1.931
3/26/2015,8,2.685
3/26/2015,9,1.275
3/26/2015,10,0.628
3/26/2015,11,1.544
3/26/2015,12,0.578
3/26/2015,13,0.861
3/26/2015,14,0.559
3/26/2015,15,0.955
3/26/2015,16,1.047
3/26/2015,17,1.855
3/26/2015,18,2.334
3/26/2015,19,1.125
3/26/2015,20,1.113
3/26/2015,21,1.257
3/26/2015,22,0.892
3/26/2015,23,1.102
3/27/2015,0,0.653
3/27/2015,1,0.541
3/27/2015,2,0.517
3/27/2015,3,0.486
3/27/2015,4,0.517
3/27/2015,5,0.476
3/27/2015,6,0.652
3/27/2015,7,1.612
3/27/2015,8,2.145
3/27/2015,9,0.534
3/27/2015,10,0.546
3/27/2015,11,0.517
3/27/2015,12,0.52
3/27/2015,13,0.601
3/27/2015,14,0.543
3/27/2015,15,1.064
3/27/2015,16,0.681
3/27/2015,17,0.95
3/27/2015,18,1.317
3/27/2015,19,1.403
3/27/2015,20,1.498
3/27/2015,21,1.01
3/27/2015,22,1.102
3/27/2015,23,1.127
3/28/2015,0,0.517
3/28/2015,1,0.504
3/28/2015,2,0.509
3/28/2015,3,0.485
3/28/2015,4,0.508
3/28/2015,5,0.512
3/28/2015,6,0.584
3/28/2015,7,0.966
3/28/2015,8,2.375
3/28/2015,9,1.366
3/28/2015,10,0.826
3/28/2015,11,0.652
3/28/2015,12,2.78
3/28/2015,13,2.401
3/28/2015,14,1.238
3/28/2015,15,0.784
3/28/2015,16,0.731
3/28/2015,17,1.057
3/28/2015,18,2.022
3/28/2015,19,2.874
3/28/2015,20,1.561
3/28/2015,21,1.686
3/28/2015,22,1.168
3/28/2015,23,1.021
3/29/2015,0,0.907
3/29/2015,1,0.516
3/29/2015,2,0.502
3/29/2015,3,0.493
3/29/2015,4,0.514
3/29/2015,5,0.514
3/29/2015,6,0.701
3/29/2015,7,2.06
3/29/2015,8,2.657
3/29/2015,9,0.856
3/29/2015,10,1.341
3/29/2015,11,1.911
3/29/2015,12,2.245
3/29/2015,13,2.749
3/29/2015,14,1.368
3/29/2015,15,1.434
3/29/2015,16,1.582
3/29/2015,17,1.839
3/29/2015,18,2.1
3/29/2015,19,1.831
3/29/2015,20,1.744
3/29/2015,21,1.48
3/29/2015,22,1.361
3/29/2015,23,0.529
3/30/2015,0,0.521
3/30/2015,1,0.521
3/30/2015,2,0.497
3/30/2015,3,0.603
3/30/2015,4,1.061
3/30/2015,5,0.508
3/30/2015,6,0.878
3/30/2015,7,2.11
3/30/2015,8,2.516
3/30/2015,9,1.092
3/30/2015,10,0.641
3/30/2015,11,1.509
3/30/2015,12,0.576
3/30/2015,13,0.625
3/30/2015,14,0.856
3/30/2015,15,0.924
3/30/2015,16,1.044
3/30/2015,17,1.05
3/30/2015,18,1.51
3/30/2015,19,2.087
3/30/2015,20,2.416
3/30/2015,21,2.435
3/30/2015,22,1.42
3/30/2015,23,1.212
3/31/2015,0,0.567
3/31/2015,1,0.524
3/31/2015,2,0.608
3/31/2015,3,0.525
3/31/2015,4,0.503
3/31/2015,5,0.523
3/31/2015,6,0.569
3/31/2015,7,2.511
3/31/2015,8,2.222
3/31/2015,9,0.622
3/31/2015,10,1.856
3/31/2015,11,0.57
3/31/2015,12,0.582
3/31/2015,13,0.493
3/31/2015,14,0.526
3/31/2015,15,0.668
3/31/2015,16,0.785
3/31/2015,17,0.933
3/31/2015,18,0.924
3/31/2015,19,1.255
3/31/2015,20,1.389
3/31/2015,21,1.289
3/31/2015,22,0.999
3/31/2015,23,0.978
4/1/2015,0,0.597
4/1/2015,1,0.549
4/1/2015,2,1.337
4/1/2015,3,1.318
4/1/2015,4,1.3
4/1/2015,5,1.282
4/1/2015,6,1.265
4/1/2015,7,1.249
4/1/2015,8,1.234
4/1/2015,9,1.221
4/1/2015,10,1.209
4/1/2015,11,1.199
4/1/2015,12,1.192
4/1/2015,13,1.186
4/1/2015,14,1.184
4/1/2015,15,1.185
4/1/2015,16,1.189
4/1/2015,17,1.196
4/1/2015,18,1.207
4/1/2015,19,1.223
4/1/2015,20,1.242
4/1/2015,21,1.267
4/1/2015,22,1.296
4/1/2015,23,1.33
4/2/2015,0,1.369
4/2/2015,1,1.414
4/2/2015,2,0.494
4/2/2015,3,0.507
4/2/2015,4,0.485
4/2/2015,5,1.544
4/2/2015,6,0.561
4/2/2015,7,2.034
4/2/2015,8,2.756
4/2/2015,9,1.055
4/2/2015,10,2.137
4/2/2015,11,0.569
4/2/2015,12,1.659
4/2/2015,13,0.619
4/2/2015,14,0.596
4/2/2015,15,0.621
4/2/2015,16,1.208
4/2/2015,17,0.791
4/2/2015,18,1.734
4/2/2015,19,1.043
4/2/2015,20,1.421
4/2/2015,21,2.219
4/2/2015,22,1.002
4/2/2015,23,1.101
4/3/2015,0,0.553
4/3/2015,1,0.501
4/3/2015,2,0.527
4/3/2015,3,0.515
4/3/2015,4,0.51
4/3/2015,5,1.337
4/3/2015,6,0.995
4/3/2015,7,1.153
4/3/2015,8,3.136
4/3/2015,9,0.902
4/3/2015,10,1.961
4/3/2015,11,1.514
4/3/2015,12,1.761
4/3/2015,13,2.012
4/3/2015,14,0.738
4/3/2015,15,1.873
4/3/2015,16,1.7
4/3/2015,17,1.608
4/3/2015,18,2.76
4/3/2015,19,3.475
4/3/2015,20,1.9
4/3/2015,21,1.723
4/3/2015,22,1.204
4/3/2015,23,1.358
4/4/2015,0,0.874
4/4/2015,1,0.65
4/4/2015,2,0.884
4/4/2015,3,0.594
4/4/2015,4,1.919
4/4/2015,5,0.502
4/4/2015,6,1.624
4/4/2015,7,0.548
4/4/2015,8,1.668
4/4/2015,9,0.618
4/4/2015,10,1.97
4/4/2015,11,1.447
4/4/2015,12,0.773
4/4/2015,13,1.064
4/4/2015,14,1.553
4/4/2015,15,0.815
4/4/2015,16,0.875
4/4/2015,17,1.088
4/4/2015,18,0.875
4/4/2015,19,1.069
4/4/2015,20,1.883
4/4/2015,21,1.501
4/4/2015,22,1.07
4/4/2015,23,1.048
4/5/2015,0,0.579
4/5/2015,1,0.523
4/5/2015,2,0.498
4/5/2015,3,0.72
4/5/2015,4,1.71
4/5/2015,5,0.508
4/5/2015,6,0.693
4/5/2015,7,0.52
4/5/2015,8,0.555
4/5/2015,9,0.708
4/5/2015,10,1.71
4/5/2015,11,2.291
4/5/2015,12,2.446
4/5/2015,13,1.789
4/5/2015,14,0.839
4/5/2015,15,0.995
4/5/2015,16,1.151
4/5/2015,17,1.063
4/5/2015,18,1.114
4/5/2015,19,3.69
4/5/2015,20,1.473
4/5/2015,21,1.225
4/5/2015,22,0.83
4/5/2015,23,0.823
4/6/2015,0,0.584
4/6/2015,1,0.576
4/6/2015,2,0.7
4/6/2015,3,0.625
4/6/2015,4,0.647
4/6/2015,5,0.508
4/6/2015,6,1.269
4/6/2015,7,1.413
4/6/2015,8,2.355
4/6/2015,9,1.789
4/6/2015,10,1.03
4/6/2015,11,1.423
4/6/2015,12,1.127
4/6/2015,13,0.897
4/6/2015,14,0.652
4/6/2015,15,0.541
4/6/2015,16,0.584
4/6/2015,17,1.321
4/6/2015,18,1.359
4/6/2015,19,0.967
4/6/2015,20,1.703
4/6/2015,21,1.167
4/6/2015,22,1.177
4/6/2015,23,0.934
4/7/2015,0,0.544
4/7/2015,1,0.599
4/7/2015,2,0.542
4/7/2015,3,0.521
4/7/2015,4,0.503
4/7/2015,5,0.516
4/7/2015,6,1.956
